id,date,outlet_id,period_id,technician_id,pic_name,pic_signature,technician_signature,report_type,time,visitation_photo,visitation_type
24,2023-01-06,15,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
25,2023-01-07,16,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
26,2023-01-08,17,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
27,2023-01-09,18,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
28,2023-01-10,10,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
29,2023-01-11,11,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
30,2023-01-12,12,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
31,2023-01-13,13,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
32,2023-01-14,14,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
33,2023-01-15,15,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
34,2023-01-16,16,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
35,2023-01-17,17,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
36,2023-01-18,18,1,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
37,2023-01-01,19,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
38,2023-01-02,20,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
39,2023-01-03,21,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
40,2023-01-04,22,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
41,2023-01-05,23,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
42,2023-01-06,24,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
43,2023-01-07,25,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
44,2023-01-08,26,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
45,2023-01-09,27,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
46,2023-01-10,19,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
47,2023-01-11,20,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
48,2023-01-12,21,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
49,2023-01-13,22,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
50,2023-01-14,23,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
51,2023-01-15,24,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
52,2023-01-16,25,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
53,2023-01-17,26,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
54,2023-01-18,27,1,3,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
55,2023-02-01,1,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
56,2023-02-02,2,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
57,2023-02-03,3,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
58,2023-02-04,4,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
59,2023-02-05,5,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
60,2023-02-06,6,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
61,2023-02-07,7,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
62,2023-02-08,8,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
63,2023-02-09,9,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
64,2023-02-10,1,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
65,2023-02-11,2,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
66,2023-02-12,3,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
67,2023-02-13,4,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
68,2023-02-14,5,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
69,2023-02-15,6,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
70,2023-02-16,7,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
71,2023-02-17,8,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
72,2023-02-18,9,2,1,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
73,2023-02-01,10,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
74,2023-02-02,11,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
75,2023-02-03,12,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
76,2023-02-04,13,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
77,2023-02-05,14,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
78,2023-02-06,15,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
79,2023-02-07,16,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
80,2023-02-08,17,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
81,2023-02-09,18,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
82,2023-02-10,10,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
83,2023-02-11,11,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
84,2023-02-12,12,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
85,2023-02-13,13,2,2,dummy pic,12/2/1684735630533-87879fe6-df94-46d0-8ed5-2d7acdcca0c5.jpeg,12/2/1684735629885-b6807f65-5f4b-4b97-a490-9bb4cd2e0a6b.jpeg,1,13:07:00,12/2/1684735631047-c936fbb9-bb44-4591-97e2-a81d4fccf24a.jpg,1
